"","vaccine","variable","antigen","virus","affinity","model_type","n","hl","hl_se","hl_t","I","I_se","I_t","Pr_t_I","Pr_t_hl","naive_2.5","naive_50","naive_97.5","naive_50_raw","naive_97.5_raw","naive_se"
"15333","Pfizer","Delta.Spike.R2b","Spike","Delta","R2b","lm",27,-0.0350783141243127,0.00452364628293799,-7.75443346590094,5.2108833254736,0.488123894038858,10.6753293356682,8.43829727816016e-11,4.12852984917566e-08,0.937196718449991,1,1.09087100715657,2864.5,3124.8,129.620183788847
"15360","Pfizer","Gamma.Spike.R2b","Spike","Gamma","R2b","lm",29,-0.00495608891208475,0.000699435279401149,-7.08584347693774,0.837345795753582,0.0738268478604026,11.3420228551123,8.9173583505179e-12,1.28182174325858e-07,0.793817982104131,1,1.175778062054,665041.75,781941.5,69835.0317548659
"15389","Pfizer","HKU1.Spike.R2b","Spike","HKU1","R2b","lm",29,-0.000587137471706099,0.00238456941647653,-0.246223686192227,0.3168661980806,0.245804962939657,1.28909601454381,0.20830000577331,0.807371371349701,0.935908055498032,1,11.1708635328226,4829,53944.1000000001,17326.0992654138
"15418","Pfizer","OC43.Spike.R2b","Spike","OC43","R2b","lm",26,-0.00530308685872487,0.00422419133200546,-1.25540877340118,1.03436589810102,0.412647331949626,2.50665839329185,0.0193648575700669,0.221416489762937,0.679641203703704,1,27.0056944444445,5400,145830.75,46184.7695863527
"15444","Pfizer","Omicron.Spike.R2b","Spike","Omicron","R2b","lm",28,-0.00284852270166926,0.00110518361867195,-2.57742030694609,0.39849423149105,0.119469421737812,3.33553327449418,0.00256940041861758,0.0159765139620052,0.920506730007917,1,1.11467405647928,3789,4223.5,172.212675866693
"15472","Pfizer","WT.Spike.R2b","Spike","WT","R2b","lm",28,-0.0297514529871808,0.00454871243905593,-6.54063174706987,4.24169012437904,0.48551741061094,8.73643258033035,3.26339446290622e-09,6.19514066482304e-07,0.966432872830323,1,1.04161530286929,3528.75,3675.6,82.2869868251206
"15500","Pfizer","Alpha.Spike.R3av","Spike","Alpha","R3av","lm",28,-0.0298043168727548,0.00413847331531454,-7.2017661108175,4.49370971269668,0.444556468956094,10.1082990047334,1.69328604499005e-10,1.19731039836797e-07,0.94025870962622,1,1.10803904452028,3150.25,3490.6,144.35178753774
"15528","Pfizer","Beta.Spike.R3av","Spike","Beta","R3av","lm",27,-0.0274246052467241,0.00397228948957043,-6.9039795107405,4.04241452440827,0.431327016552847,9.37204109474787,1.16745165947082e-09,3.08881454181465e-07,0.945642471223867,1,1.08585858585858,4257,4622.5,158.10626049277
"15555","Pfizer","Delta.Spike.R3av","Spike","Delta","R3av","lm",28,-0.0315319464332541,0.00389099247822602,-8.1038312486356,5.30613896993856,0.417888529320368,12.6974984897723,1.18619030487768e-12,1.38779684841506e-08,0.947939189189189,1,1.32608108108108,2960,3925.2,365.696872953895
"15583","Pfizer","Gamma.Spike.R3av","Spike","Gamma","R3av","lm",30,-0.00193910150822734,0.00028080715727361,-6.90545613955965,0.374734209119561,0.0293257335185434,12.7783405275304,3.33464230060799e-13,1.66227169771588e-07,0.862179544909339,1,1.17467716393609,1254739,1473913.25,98793.8688710648
"15613","Pfizer","HKU1.Spike.R3av","Spike","HKU1","R3av","lm",26,-0.00153059457972935,0.00229247453509464,-0.667660450006336,0.363142026663812,0.224211293979848,1.61964199134612,0.118376528720102,0.510720112750374,0.859853531774156,1,10.3004583038035,5291.25,54502.3,14952.8440255892
"15639","Pfizer","OC43.Spike.R3av","Spike","OC43","R3av","lm",26,-0.0054690322851119,0.00354999571194473,-1.54057433554361,0.699387434005161,0.356993574472493,1.95910370386526,0.0618167307213711,0.136503100338266,0.298243989039404,1,9.08459727528851,12955.5,117695.5,40513.3204876204
"15665","Pfizer","Omicron.Spike.R3av","Spike","Omicron","R3av","lm",29,-0.0139278235920114,0.00311453648778957,-4.471876841583,1.82449283106373,0.330823050855878,5.51501120113474,7.66086993834964e-06,0.000125827031845858,0.942567303940694,1,1.08672129015477,3844.5,4177.9,135.310494071492
"15694","Pfizer","WT.Spike.R3av","Spike","WT","R3av","lm",28,-0.0276217892897563,0.00403855336215728,-6.83952564514378,4.50833554197122,0.433736414176564,10.3941827216194,9.42082858582705e-11,2.92795663475425e-07,0.959485950773252,1,1.0558774413708,3443.25,3635.65,99.5121694819282
"15722","Pfizer","Alpha.Spike.R3b","Spike","Alpha","R3b","lm",26,-0.0141395718626945,0.00321819654193215,-4.39363217207528,1.76997712616984,0.321451207327887,5.50620774108471,1.16066735003038e-05,0.0001941293881862,0.961110168052962,1,1.11371583771856,2945.5,3280.45,119.493853453881
"15748","Pfizer","Beta.Spike.R3b","Spike","Beta","R3b","lm",27,-0.0118658958475423,0.00281591580692841,-4.21386740979502,1.44946978421775,0.278181931012996,5.21051018281283,2.16376985502091e-05,0.000285592723206465,0.952450090744102,1,1.05176043557169,4132.5,4346.4,111.410805322525
"15775","Pfizer","Delta.Spike.R3b","Spike","Delta","R3b","lm",25,-0.0214422441343174,0.00402658268180864,-5.32517169737742,2.76554392458708,0.405927467004103,6.81290168659399,6.00643261349696e-07,2.0897134706505e-05,0.924712957900492,1,1.09119737561509,2743.5,2993.7,129.599005038648
"15800","Pfizer","Gamma.Spike.R3b","Spike","Gamma","R3b","lm",27,-0.00136048487503211,0.000331588764845227,-4.10292814253564,0.238115154138687,0.0327573724611734,7.26905536825092,1.28735150463197e-07,0.000380203351424146,0.846209015787841,1,1.16793014199403,1142002.25,1333778.85,108456.403791545
"15827","Pfizer","HKU1.Spike.R3b","Spike","HKU1","R3b","lm",29,-0.000272562137892446,0.000547410742817628,-0.497911561781772,0.0804005586502356,0.0577916967687744,1.39121297946865,0.175519418064667,0.62257776028335,0.946211952899356,1,1.86810847589425,4501,8408.35625,1197.75792138622
"15856","Pfizer","OC43.Spike.R3b","Spike","OC43","R3b","lm",27,-0.00150459751126391,0.00146489196882937,-1.02710475808416,0.340055080739526,0.15345411838092,2.21600491617569,0.0360217390537541,0.314206947072299,0.901770111966863,1,9.07057795611935,3862.75,35037.375,15263.9470488583
"15883","Pfizer","Omicron.Spike.R3b","Spike","Omicron","R3b","lm",27,-0.00125525166379751,0.000471093742749325,-2.66454751971827,0.168776987771041,0.0465389507469314,3.62657483811383,0.00128370398132501,0.0133038814905095,0.961683017825066,1,1.0486803924278,3618.5,3794.65,82.5536226675141
"15910","Pfizer","WT.Spike.R3b","Spike","WT","R3b","lm",26,-0.0128880438303232,0.0032615621444428,-3.95149417964716,1.61913475470435,0.325007627482274,4.98183617180694,4.35270261164077e-05,0.00059556398890697,0.958154665089457,1,1.05913056335945,3381.5,3581.45,92.7002848055512
"15936","Pfizer","Omicron.Spike.ADCPBL3","Spike","Omicron","ADCPBL3","lm",28,-0.00618111290899711,0.00108570261677651,-5.69319149966594,1.43010031548341,0.113311863225133,12.620923130017,1.35912659473786e-12,5.45195490104701e-06,0.659369811236115,0.994365520570866,1.80707225799837,2203.523662,3943.2077038,751.497135705362
"15964","Pfizer","WT.Spike.ADCPBL3","Spike","WT","ADCPBL3","lm",24,-0.000724223949813424,0.000811851067234436,-0.892065033898996,1.691002538885,0.0785793621430688,21.5196775943054,2.8678567171443e-16,0.382011745653231,0.714307730792815,1.00772734838529,2.26295077821467,1589.6452175,3966.17219420001,1061.43394483528
"15988","Pfizer","Omicron.Spike.ADNP","Spike","Omicron","ADNP","lm",29,-0.00428297915064628,0.000776290216266448,-5.51723963654364,0.740168712439914,0.0799123986543065,9.26225122639372,7.15894656265692e-10,7.61544235804048e-06,0.68386298491499,0.97782795548061,1.44499136698385,1328.8807245,1854.2753485,260.286495382983
